CustomerAccountNumber,PostCode,County,DocumentNo,Year,DocumentDate,ItemCode,StockUnitLineQuantity,Code,LineTotalValue,Source,TotalNetValue
OFF014,EC2M 7PY,London,52279,2019,16/10/2019,CR A9-20050,30,CR,118.08,Email,574.08
OFF032,SW1V 1PX,London,52278,2019,16/10/2019,TT A7-02003,1,TT,108.39,Email,114.39
OFF020,SE1 9SG,London,52275,2019,16/10/2019,CT B2-14TF,36,CT,120.67,Email,215.71
OFF020,SE1 9SG,London,52275,2019,16/10/2019,CT B2-14DS,24,CT,70.66,Email,215.71
OFF020,SE1 9SG,London,52275,2019,16/10/2019,BF A3-04002,6,BF,24.38,Email,215.71
FLI004,SW1E 5DJ,London,52272,2019,16/10/2019,GC A3-03012,48,GC,111.6,Email,474.3
FLI004,SW1E 5DJ,London,52272,2019,16/10/2019,GC A3-03012,72,GC,167.4,Email,474.3
FLI004,SW1E 5DJ,London,52272,2019,16/10/2019,GC Z9-01001,120,GC,195.3,Email,474.3
EOP001,EC1V 1NY,London,52271,2019,16/10/2019,CR A9-04111,102,CR,200.74,Email,200.74
JEF001,EC2N 4JL,London,52269,2019,16/10/2019,CR A9-04056,204,CR,405.45,Email,630.36
JEF001,EC2N 4JL,London,52269,2019,16/10/2019,CR A9-04053,204,CR,224.91,Email,630.36
DIR001,pl5 4lu,Devon,52268,2019,16/10/2019,CR A9-28014,6,CR,31.68,Web,37.68
LON070,WC2A 3LJ,London,52264,2019,16/10/2019,BF M5-04044,2,BF,432.81,Email,660.18
LON070,WC2A 3LJ,London,52264,2019,16/10/2019,KW C6-06041,6,KW,119.79,Email,660.18
LON070,WC2A 3LJ,London,52264,2019,16/10/2019,KW C6-06031,4,KW,107.58,Email,660.18
DIR001,N11 3EN,London,52263,2019,16/10/2019,CT E7-01TE,108,CT,10.8,Web,40.8
DIR001,N11 3EN,London,52263,2019,16/10/2019,CT E7-01DS,60,CT,10.8,Web,40.8
DIR001,N11 3EN,London,52263,2019,16/10/2019,CT E7-01TF,60,CT,13.2,Web,40.8
AMAZON,DE22 3LR,Derbyshire,52258,2019,16/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
AMAZON,NN1 3RR,Northamptonshire,52253,2019,16/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
ESS021,W1U 3PT,London,52249,2019,16/10/2019,CR A9-04099,6,CR,9.22,Email,23.09
ESS021,W1U 3PT,London,52249,2019,16/10/2019,CR A9-04133,6,CR,7.87,Email,23.09
OFF035,W6 0NB,London,52247,2019,15/10/2019,GC A3-12017,48,GC,38.4,Web,44.4
FLI006,WC1A 1BS,London,52246,2019,15/10/2019,GC A3-03012,72,GC,167.4,Email,167.4
PAC007,W1B 4BX,London,52241,2019,15/10/2019,GC D8-20019,23,GC,372.72,Phone,388.92
PAC007,W1B 4BX,London,52241,2019,15/10/2019,GC D8-20019,1,GC,16.2,Phone,388.92
EMI002,E1 8NH,London,52238,2019,15/10/2019,GC C1-92003,36,GC,39.96,Email,256.68
EMI002,E1 8NH,London,52238,2019,15/10/2019,CR B2-03017,48,CR,89.64,Email,256.68
EMI002,E1 8NH,London,52238,2019,15/10/2019,CR B2-03087,12,CR,68.76,Email,256.68
EMI002,E1 8NH,London,52238,2019,15/10/2019,GC A3-03041,24,GC,58.32,Email,256.68
AMAZON,LU1 3HG,Beds,52236,2019,15/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
LIF001,EC2V 7DE,London,52234,2019,15/10/2019,GC M9-04011,24,GC,80.4,Phone,155.52
LIF001,EC2V 7DE,London,52234,2019,15/10/2019,GC M9-04012,24,GC,75.12,Phone,155.52
AMAZON,CT21 4HG,Kent,52224,2019,15/10/2019,GC A3-34018,6,GC,23.63,Web,23.63
AMAZON,West Midla,West Midlands,52222,2019,15/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-AS010,4,CR,111.54,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-41092,4,CR,107.07,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,BF N3-31003,6,BF,151.2,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-41019,10,CR,449.33,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-41093,4,CR,97.35,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,TA N7-08001,6,TA,86.85,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-AS008,6,CR,307.04,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,BF N7-04005,4,BF,130.29,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-41063,4,CR,140.07,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-41099,4,CR,44.58,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,BF C8-25004,6,BF,88.16,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-AS009,6,CR,173.03,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-AS007,6,CR,379.58,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-41061,4,CR,171.18,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-41088,4,CR,44.25,Email,2840.74
MAK002,UB10 0JL,Uxbridge,52217,2019,15/10/2019,CR H3-AS014,8,CR,134.22,Email,2840.74
FLI004,SW1E 5DJ,London,52216,2019,15/10/2019,BW Z9-01008,24,BW,60.84,Email,182.52
FLI004,SW1E 5DJ,London,52216,2019,15/10/2019,BW Z9-01002,24,BW,60.84,Email,182.52
FLI004,SW1E 5DJ,London,52216,2019,15/10/2019,BW Z9-01006,24,BW,60.84,Email,182.52
OYS003,WC2E 9RA,London,52214,2019,15/10/2019,GC C1-45004,72,GC,239.04,Web,439.68
OYS003,WC2E 9RA,London,52214,2019,15/10/2019,GC A3-03015,72,GC,150.48,Web,439.68
OYS003,WC2E 9RA,London,52214,2019,15/10/2019,GC A3-03015,24,GC,50.16,Web,439.68
OYS003,WC2E 9RA,London,52213,2019,15/10/2019,CR H3-AW014,18,CR,329.94,Web,1121.1
OYS003,WC2E 9RA,London,52213,2019,15/10/2019,CR H3-AW009,12,CR,90,Web,1121.1
OYS003,WC2E 9RA,London,52213,2019,15/10/2019,CR H3-AW007,12,CR,75.12,Web,1121.1
OYS003,WC2E 9RA,London,52213,2019,15/10/2019,CR H3-AW011,48,CR,191.52,Web,1121.1
OYS003,WC2E 9RA,London,52213,2019,15/10/2019,CR H3-AW013,36,CR,434.52,Web,1121.1
AMAZON,LE11 1BE,Leicestershire,52205,2019,14/10/2019,CR A9-19008,6,CR,14.16,Web,14.16
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,BW B2-02005,4,BW,51.57,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,GC C1-AO004,36,GC,76.41,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,GC Z9-01001,120,GC,195.3,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,BW C8-11006,2,BW,11.88,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,BW C8-21011,2,BW,16.95,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,CR H3-BR001,6,CR,56.48,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,CR H3-81021,12,CR,48.87,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,CR H3-81021,6,CR,24.44,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,BW C1-01081,2,BW,24.83,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,GC C1-79006,24,GC,59.76,Email,591.32
FLI003,M2 4WU,Manchester,52204,2019,14/10/2019,BW C1-01081,2,BW,24.83,Email,591.32
AMAZON,CA22 2QU,Cumbria,52203,2019,14/10/2019,CR A9-19008,6,CR,14.16,Web,14.16
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,CT B6-03TKS,120,CT,145.2,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,CT B6-03TE,120,CT,50.4,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,CT B6-03DS,120,CT,73.2,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,KW C8-06006,20,KW,118.4,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,KW C8-30001,10,KW,404.1,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,KW C8-30032,2,KW,19.42,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,KW C8-30031,10,KW,74.2,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,KW C8-30019,10,KW,266.1,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,KW C8-28004,15,KW,256.65,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,CT B6-03DKS,108,CT,118.8,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,CT B6-03DKS,12,CT,13.2,Web,1624.87
LUX003,SW8 4BJ,London,52200,2019,14/10/2019,CT B6-03TF,120,CT,85.2,Web,1624.87
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,GC C1-30005,12,GC,14.13,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CR A9-04101,12,CR,16.74,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,GC C1-12008,12,GC,21.42,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CT B6-07002,12,CT,7.47,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,GC C1-22006,12,GC,16.29,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CT B6-07002,12,CT,7.47,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CT B6-05TE,24,CT,11.7,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CR A9-04046,6,CR,5.54,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CR A9-04046,6,CR,5.54,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CR A9-04032,36,CR,34.02,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,GC C1-35002,12,GC,19.89,Phone,183.34
RID003,BN1 1HB,East Sussex,52197,2019,14/10/2019,CT B2-15PF,12,CT,23.13,Phone,183.34
AMAZON,S64 5SL,South Yorkshire,52195,2019,14/10/2019,CR A3-20001,2,CR,49.98,Web,49.98
AMAZON,KT15 1NQ,ADDLESTONE,52194,2019,14/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
AMAZON,SS2 4UL,Essex,52190,2019,14/10/2019,CR A3-20001,2,CR,49.98,Web,49.98
AMAZON,IG7 6HS,Essex,52188,2019,14/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
AMAZON,BA1 7BX,BANES,52182,2019,14/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
MIL088,CB3 9EY,Cambridge,52178,2019,14/10/2019,CR A9-27024,1,CR,0,Phone,77.91
MIL088,CB3 9EY,Cambridge,52178,2019,14/10/2019,CR A9-27009,1,CR,0,Phone,77.91
MIL088,CB3 9EY,Cambridge,52178,2019,14/10/2019,CR C8-14013,12,CR,37.71,Phone,77.91
MIL088,CB3 9EY,Cambridge,52178,2019,14/10/2019,CR A9-32004,12,CR,34.2,Phone,77.91
MIL088,CB3 9EY,Cambridge,52178,2019,14/10/2019,CR A9-27033,1,CR,0,Phone,77.91
MIL088,CB3 9EY,Cambridge,52178,2019,14/10/2019,CR A9-27007,1,CR,0,Phone,77.91
MIL088,CB3 9EY,Cambridge,52178,2019,14/10/2019,CR A9-27008,1,CR,0,Phone,77.91
DIR001,BN43 5WE,West Sussex,52176,2019,14/10/2019,CR A6-10005,12,CR,95.64,Web,101.64
DIR001,Cf144JP,Cardiff,52175,2019,14/10/2019,CR A9-28024,6,CR,31.08,Web,37.08
JEF001,EC2N 4JL,London,52173,2019,14/10/2019,GC A3-12014,408,GC,408.41,Email,1994.93
JEF001,EC2N 4JL,London,52173,2019,14/10/2019,CR A9-04053,102,CR,104.96,Email,1994.93
JEF001,EC2N 4JL,London,52173,2019,14/10/2019,CR H3-69005,408,CR,1262.35,Email,1994.93
JEF001,EC2N 4JL,London,52173,2019,14/10/2019,CR A9-04056,102,CR,189.21,Email,1994.93
CAS084,W11 4JG,London,52172,2019,14/10/2019,CT A8-04CF,24,CT,71.64,Email,295.56
CAS084,W11 4JG,London,52172,2019,14/10/2019,CT A8-04CF,24,CT,71.64,Email,295.56
CAS084,W11 4JG,London,52172,2019,14/10/2019,CT A8-04TE,48,CT,152.28,Email,295.56
DIR001,ST3 6BT,Stoke On Trent,52171,2019,14/10/2019,TA C8-04005,3,TA,18.21,Web,37.21
DIR001,ST3 6BT,Stoke On Trent,52171,2019,14/10/2019,TA C8-04007,2,TA,13,Web,37.21
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15TE,24,CT,49.44,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15LTF,2,CT,12.08,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15SCL,1,CT,7.95,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15SCL,1,CT,7.95,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15DS,12,CT,37.8,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15DF,12,CT,37.8,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15DKS,12,CT,39.72,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15LTS,2,CT,12.08,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15TF,12,CT,41.16,Web,287.26
DIR001,TA19 9JG,Somerset,52170,2019,14/10/2019,CT B2-15TKS,12,CT,41.28,Web,287.26
DIR001,L40 0RT,Lancashire,52169,2019,14/10/2019,GC A3-57001,24,GC,39.6,Web,45.6
THE052,BA15 1LL,Wiltshire,52168,2019,14/10/2019,CT B6-09SS,48,CT,16.32,Web,279.48
THE052,BA15 1LL,Wiltshire,52168,2019,14/10/2019,CT B6-09DF,120,CT,40.8,Web,279.48
THE052,BA15 1LL,Wiltshire,52168,2019,14/10/2019,CT B6-05TKS,84,CT,104.16,Web,279.48
THE052,BA15 1LL,Wiltshire,52168,2019,14/10/2019,CT B6-09DS,120,CT,40.8,Web,279.48
THE052,BA15 1LL,Wiltshire,52168,2019,14/10/2019,CT B6-09TF,84,CT,32.76,Web,279.48
THE052,BA15 1LL,Wiltshire,52168,2019,14/10/2019,CT B6-09DKS,72,CT,44.64,Web,279.48
FLI005,EC2A 2AH,London,52165,2019,14/10/2019,BW Z9-01002,24,BW,60.84,Email,118.95
FLI005,EC2A 2AH,London,52165,2019,14/10/2019,BW H6-06001,12,BW,52.11,Email,118.95
FLI007,B2 5BN,Birmingham,52164,2019,14/10/2019,GC C1-AO004,36,GC,76.41,Email,269.37
FLI007,B2 5BN,Birmingham,52164,2019,14/10/2019,GC C1-75001,12,GC,32.67,Email,269.37
FLI007,B2 5BN,Birmingham,52164,2019,14/10/2019,GC C1-30005,60,GC,70.65,Email,269.37
FLI007,B2 5BN,Birmingham,52164,2019,14/10/2019,GC C1-79006,24,GC,59.76,Email,269.37
FLI007,B2 5BN,Birmingham,52164,2019,14/10/2019,GC C1-79006,12,GC,29.88,Email,269.37
FLI006,WC1A 1BS,London,52163,2019,14/10/2019,GC A3-03012,24,GC,55.8,Email,298.17
FLI006,WC1A 1BS,London,52163,2019,14/10/2019,CT A9-05TE,36,CT,8.1,Email,298.17
FLI006,WC1A 1BS,London,52163,2019,14/10/2019,GC C1-30005,36,GC,42.39,Email,298.17
FLI006,WC1A 1BS,London,52163,2019,14/10/2019,GC A3-AC001,24,GC,74.7,Email,298.17
FLI006,WC1A 1BS,London,52163,2019,14/10/2019,GC Z9-01001,72,GC,117.18,Email,298.17
FLI004,SW1E 5DJ,London,52161,2019,14/10/2019,GC A3-AB001,36,GC,64.26,Email,70.26
DIR001,G51 1PR,Lanarkshire,52160,2019,11/10/2019,GC D5-12001,6,GC,47.94,Web,101.88
DIR001,G51 1PR,Lanarkshire,52160,2019,11/10/2019,GC D5-12003,6,GC,47.94,Web,101.88
AMAZON,IV11 8YZ,Ross Shire,52159,2019,11/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
IPP004,WC2N 6ND,London,52155,2019,11/10/2019,GC A3-52001,24,GC,33.84,Web,39.84
AMAZON,WN6 0ZJ,WIGAN,52154,2019,11/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
AMAZON,RG1 6FL,READING,52153,2019,11/10/2019,CR A3-20001,1,CR,24.99,Web,24.99
POL018,WC2E 7NA,London,52149,2019,11/10/2019,KW C8-07072,5,KW,17.89,Email,66.33
POL018,WC2E 7NA,London,52149,2019,11/10/2019,KW G2-04001,1,KW,6.11,Email,66.33
POL018,WC2E 7NA,London,52149,2019,11/10/2019,KW G2-38038,2,KW,42.33,Email,66.33
LIN054,W1D 4EH,London,52146,2019,11/10/2019,GC C1-83007,1,GC,0,Email,20
LIN054,W1D 4EH,London,52146,2019,11/10/2019,GC C1-CC001,1,GC,0,Email,20
LIN054,W1D 4EH,London,52146,2019,11/10/2019,GC C1-CC001,1,GC,0,Email,20
LIN054,W1D 4EH,London,52146,2019,11/10/2019,GC C1-83006,1,GC,0,Email,20
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,CR H3-AN019,12,CR,41.88,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,CR A9-49009,48,CR,73.92,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,KW C8-27003,4,KW,17.68,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,CR H3-AN022,24,CR,74.16,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,BF N3-10001,12,BF,30.84,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,CR H3-AL063,12,CR,54.72,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,CR A9-27005,12,CR,67.56,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,CR H3-AN025,12,CR,66.84,Web,430.1
BRO115,HD6 1RW,Yorkshire,52145,2019,11/10/2019,BW C1-06001,1,BW,2.5,Web,430.1
ISA003,W1S 4HY,London,52144,2019,11/10/2019,BF C3-03040,4,BF,14.79,Email,116.87
ISA003,W1S 4HY,London,52144,2019,11/10/2019,BF C3-03040,10,BF,36.98,Email,116.87
ISA003,W1S 4HY,London,52144,2019,11/10/2019,KW A7-09004,5,KW,59.1,Email,116.87
I2O032,EC3M 3JY,London,52143,2019,11/10/2019,CR H3-AM025,24,CR,133.68,Email,139.68
OFF010,W1C 1AY,London,52141,2019,11/10/2019,GC A3-12007,96,GC,89.28,Web,160.2
OFF010,W1C 1AY,London,52141,2019,11/10/2019,CR A9-04111,6,CR,11.82,Web,160.2
OFF010,W1C 1AY,London,52141,2019,11/10/2019,CR A9-04111,30,CR,59.1,Web,160.2
BLA084,SW15 1NH,London,52140,2019,11/10/2019,KW C8-15004,1,KW,3.6,Web,54.14
BLA084,SW15 1NH,London,52140,2019,11/10/2019,GC C1-01007,18,GC,32.04,Web,54.14
BLA084,SW15 1NH,London,52140,2019,11/10/2019,KW C8-41001,1,KW,12.5,Web,54.14
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW B4-01032,2,KW,5.18,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW N3-07004,15,KW,14.63,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW B4-01032,6,KW,15.53,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW B4-01033,8,KW,26.76,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW C8-08004,1,KW,56.17,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,GC C1-40012,100,GC,34.5,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW A7-16001,1,KW,8.59,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW G2-83002,2,KW,23.87,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW G2-83003,1,KW,14.32,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW B4-01035,1,KW,2.75,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW B4-01016,5,KW,37.24,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW B4-01035,7,KW,19.27,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW C8-15001,4,KW,16.41,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW G2-83001,5,KW,47.7,Email,328.88
FLI004,SW1E 5DJ,London,52139,2019,11/10/2019,KW A7-09022,2,KW,5.96,Email,328.88
I2O040,W1H6EB,London,52138,2019,10/10/2019,CT B2-26TF,36,CT,71.55,Email,895.32
I2O040,W1H6EB,London,52138,2019,10/10/2019,CT B2-26TF,36,CT,71.55,Email,895.32
I2O040,W1H6EB,London,52138,2019,10/10/2019,GC C1-36001,72,GC,150.12,Email,895.32
I2O040,W1H6EB,London,52138,2019,10/10/2019,GC C1-36001,72,GC,150.12,Email,895.32
I2O040,W1H6EB,London,52138,2019,10/10/2019,CT B2-26DS,72,CT,127.44,Email,895.32
I2O040,W1H6EB,London,52138,2019,10/10/2019,CR C8-10023,72,CR,241.92,Email,895.32
I2O040,W1H6EB,London,52138,2019,10/10/2019,CT B2-26TE,48,CT,55.08,Email,895.32
I2O040,W1H6EB,London,52138,2019,10/10/2019,CT B2-26TE,24,CT,27.54,Email,895.32
MER061,CB23 1JW,Cambridgeshire,52137,2019,10/10/2019,GC A3-03008,1,GC,0,Email,0
MER061,CB23 1JW,Cambridgeshire,52137,2019,10/10/2019,GC A3-03009,1,GC,0,Email,0
OFF022,EC1V 9DD,London,52135,2019,10/10/2019,TA B6-03003,4,TA,28.88,Email,146.12
OFF022,EC1V 9DD,London,52135,2019,10/10/2019,CT B2-16TF,36,CT,111.24,Email,146.12
NAT052,W1S 1HQ,London,52133,2019,10/10/2019,KW B4-01017,4,KW,37.26,Email,481.13
NAT052,W1S 1HQ,London,52133,2019,10/10/2019,KW B4-01017,6,KW,55.89,Email,481.13
NAT052,W1S 1HQ,London,52133,2019,10/10/2019,KW B4-01019,10,KW,137.78,Email,481.13
NAT052,W1S 1HQ,London,52133,2019,10/10/2019,KW C8-28007,2,KW,52.04,Email,481.13
NAT052,W1S 1HQ,London,52133,2019,10/10/2019,KW A7-04004,1,KW,84.31,Email,481.13
NAT052,W1S 1HQ,London,52133,2019,10/10/2019,KW B4-01018,10,KW,113.85,Email,481.13
DIR001,SW11 8EN,London,52131,2019,10/10/2019,BW D9-01001,1,BW,1383.06,Web,1383.06
HOM020,W1H 6BW,London,52128,2019,10/10/2019,CT B2-15SGT,20,CT,48.75,Email,54.75
HOM020,W1H 6BW,London,52124,2019,10/10/2019,GC A3-03033,96,GC,98.5,Email,104.5
CRO101,SW1E 6AF,London,52123,2019,10/10/2019,GC A3-15010,240,GC,140.4,Email,140.4
DIR001,SL3 8BJ,Berkshire,52119,2019,10/10/2019,CR A9-28002,6,CR,16.02,Web,22.02
COU075,EC1V 9LL,London,52114,2019,10/10/2019,TA C8-03002,10,TA,4.03,Phone,1190.13
COU075,EC1V 9LL,London,52114,2019,10/10/2019,CT B2-29TKS,120,CT,224.53,Phone,1190.13
COU075,EC1V 9LL,London,52114,2019,10/10/2019,CR D9-23038,108,CR,259.23,Phone,1190.13
COU075,EC1V 9LL,London,52114,2019,10/10/2019,CR D9-23043,12,CR,0,Phone,1190.13
COU075,EC1V 9LL,London,52114,2019,10/10/2019,CT B2-29TS,120,CT,209.41,Phone,1190.13
COU075,EC1V 9LL,London,52114,2019,10/10/2019,CR D9-23042,108,CR,376.26,Phone,1190.13
COU075,EC1V 9LL,London,52114,2019,10/10/2019,CT B2-29TE,120,CT,112.64,Phone,1190.13
COU075,EC1V 9LL,London,52114,2019,10/10/2019,TA C8-03001,10,TA,4.03,Phone,1190.13
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-26007,1,KW,5.73,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW G2-54002,1,KW,30.16,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-09037,30,KW,90.72,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW C8-28006,2,KW,41.24,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,GC D9-10001,24,GC,96.77,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW C8-28019,2,KW,32.51,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-09042,1,KW,2.43,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,GC C1-12022,24,GC,55.78,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,GC C1-45011,48,GC,176.06,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,GC C1-12022,12,GC,27.89,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW E6-10008,1,KW,7.59,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-04009,6,KW,90.64,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,BW C1-09011,10,BW,87.29,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW C6-34003,8,KW,103.38,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-11001,1,KW,29.86,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,GC D9-11001,24,GC,116.76,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,BW C1-07023,60,BW,113.82,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,GC A3-69003,72,GC,145.08,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-04012,2,KW,84.17,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-08027,7,KW,6.66,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-08015,1,KW,2.67,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-08034,1,KW,3.27,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-08027,3,KW,2.86,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-09023,2,KW,7.73,Email,2058.46
TRO011,SW4 7UT,London,52113,2019,10/10/2019,KW A7-03019,4,KW,16.74,Email,2058.46
